what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347628159905
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1347628174650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347628174853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347628181380
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347628188368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628201279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628203019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628205164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628205777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628207076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628207624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628208702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628209270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628221126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628251417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628263459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628264484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628264882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628265493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628265978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628378867
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347628395350
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347628397735
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347628410375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628465173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628487373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.next",1347628490209
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347628494762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347628512002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628514398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347628525483
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347628527243
