what,kind,bundleId,bundleVersion,description,time
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637481195
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637481201
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637481206
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637481211
error,log,,,"[main manifest:15, library:4] Trying to merge incompatible /manifest/application/activity[@name=.MainActivity] element:\n  <activity android:name=.MainActivity>\n    <intent-filter>\n      <action android:name=android.intent.action.MAIN>\n--        @android:name = android.intent.action.MAIN\n++        @android:name = com.example.chapter1_menu.MAINACTIVITY\n",1347637482151
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637482240
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637482246
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637482251
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637482256
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637482410
error,log,,,"Failed to load properties file for project 'Chapter1_Menu'",1347637482471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637483045
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1347637483378
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1347637483667
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637490524
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637490657
error,log,,,"Malformed manifest",1347637496097
error,log,,,"Parser exception for /Chapter1_Menu/AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637496235
error,log,,,"Parser exception for /Chapter1_Menu/AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637502862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347637508003
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347637512882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637519412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637523968
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637524401
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637524497
error,log,,,"Parser exception for /Chapter1_Menu/AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637524660
error,log,,,"Parser exception for /Chapter1_Menu/AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637527829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347637530334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347637542999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347637572846
error,log,,,"Parser exception for /Chapter1_Menu/AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637573013
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1347637574262
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637575961
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347637576640
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347637577968
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347637578515
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347637578648
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347637600496
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637600717
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637600834
error,log,,,"Parser exception for C:\\Users\\HoaiNamUit\\Desktop\\Android\\thuchanh\\Chapter1_Menu\\AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637603638
error,log,,,"An internal error occurred during: ""Compute launch button tooltip"".",1347637603674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637603764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637603815
error,log,,,"Parser exception for C:\\Users\\HoaiNamUit\\Desktop\\Android\\thuchanh\\Chapter1_Menu\\AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637603866
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347637603888
error,log,,,"Unhandled event loop exception",1347637603898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637604859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637604970
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637606186
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347637609097
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347637609385
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347637635704
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347637635905
error,log,,,"Parser exception for C:\\Users\\HoaiNamUit\\Desktop\\Android\\thuchanh\\Chapter1_Menu\\AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637649947
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347637649987
error,log,,,"Unhandled event loop exception",1347637649995
error,log,,,"Parser exception for /Chapter1_Menu/AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637651804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637651844
error,log,,,"Parser exception for /Chapter1_Menu/AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637651977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637653402
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347637654827
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637655043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637658307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637658398
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347637662745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637665242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637672319
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1347637672331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347637672331
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637674096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637674138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637675104
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347637675292
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637675292
error,log,,,"Parser exception for /Chapter1_Menu/AndroidManifest.xml: The markup in the document preceding the root element must be well-formed.",1347637675382
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637676312
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347637676312
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347637678290
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637678290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637681097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637682603
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1347637682613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347637682613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637688001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637706541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637707300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637725508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637726052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637726658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637728020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637777627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637777731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637778643
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347637779023
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1347637780916
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1347637780916
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1347637780960
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1347637781000
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1347637781000
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1347637781086
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1347637781140
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1347637781140
stopped,bundle,com.android.ide.eclipse.ndk,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ndk",1347637781140
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,20.0.3.v201208082019-427395,"overlay.com.android.ide.eclipse.adt.overlay",1347637781226
stopped,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1347637781226
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1347637781226
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1347637781331
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1347637781399
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1347637781495
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1347637781584
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1347637781584
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1347637781606
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1347637781606
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1347637781606
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1347637781606
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1347637781790
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1347637781837
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1347637781837
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1347637781936
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1347637781936
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1347637830581
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1347637830583
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1347637830600
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1347637830740
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1347637830761
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1347637830865
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1347637830906
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1347637830940
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1347637831027
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1347637831070
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1347637831097
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1347637831187
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1347637831200
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1347637831280
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1347637831334
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1347637831354
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1347637831425
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1347637831527
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1347637831567
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1347637831604
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1347637831624
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1347637831677
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1347637831704
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1347637831736
